Stock,Country,Gear Type,2000,S_2000,2001,S_2001,2002,S_2002,2003,S_2003,2004,S_2004,2005,S_2005,2006,S_2006,2007,S_2007,2008,S_2008,2009,S_2009,2010,S_2010
Pacific bluefin tuna Global,"Korea, Republic of",Purse seines,2401,,1176,,932,,2601,,773,,1318,,1012,,1281,,1866,,936,,1196,
Pacific bluefin tuna Global,Mexico,Gear not known,99,,0,-,2,,43,,14,,0,-,0,-,0,-,0,-,0,-,0,-
Pacific bluefin tuna Global,Mexico,Longlines (nei),38,,0,-,1,,43,,14,,0,-,0,-,0,-,0,-,0,-,0,-
Pacific bluefin tuna Global,Mexico,Mechanized lines and pole-and-lines,61,,0,-,1,,0,-,0,-,0,-,0,-,0,-,15,,0,-,0,-
Pacific bluefin tuna Global,Mexico,Purse seines,6036,,1726,,3417,,6422,,17760,,9084,,19856,,8293,,8784,,6038,,15490,
Pacific bluefin tuna Global,New Zealand,Gear not known,21,,50,,55,,41,,67,,20,,21,,21,,21,,0,-,0,-
Pacific bluefin tuna Global,Taiwan Province of China,Gear not known,2,,4,,4,,21,,3,,2,,1,,10,,2,,11,,38,
Pacific bluefin tuna Global,Taiwan Province of China,Longlines (nei),2780,,1839,,1523,,1863,,1714,,1368,,1149,,1401,,979,,877,,373,
Pacific bluefin tuna Global,United States of America,Gear not known,781,,805,,1318,,815,,122,,171,,199,,31,,197,,361,,243,
Pacific bluefin tuna Global,United States of America,Longlines (nei),4,,5,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Pacific bluefin tuna Global,United States of America,Mechanized lines and pole-and-lines,0,-,1,,2,,3,,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Pacific bluefin tuna Global,United States of America,Purse seines,1385,,584,,100,,44,,0,-,201,,0,-,42,,0,-,410,,0,-
Skipjack tuna Global,Algeria,Gear not known,89,,77,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Skipjack tuna Global,Argentina,Gear not known,1,,0,-,0,-,0,-,30,,0,-,0,-,0,-,0,-,0,-,0,-
Skipjack tuna Global,Australia,Gear not known,1,,1,,0,-,1,,0,-,3,,0,-,0,-,0,-,0,-,0,-
Skipjack tuna Global,Australia,Longlines (nei),15,,6,,8,,3,,1,,2,,49,,8,,15,,10,,4,
Skipjack tuna Global,Australia,Mechanized lines and pole-and-lines,3020,,0,-,39,,0,-,11,,0,-,0,-,0,-,0,-,0,-,0,-
Skipjack tuna Global,Australia,Purse seines,0,-,1038,,1144,,0,-,30,,0,-,446,,90,,892,,855,,0,-
Skipjack tuna Global,Australia,Trolling lines,2,,4,,2,,3,,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Skipjack tuna Global,Brazil,Gear not known,0,-,0,-,0,-,0,-,0,-,0,-,17,,1038,,85,,752,,824,
Skipjack tuna Global,Brazil,Longlines (nei),0,-,0,-,38,,0,-,1,,0,-,2,,0,-,0,-,2,,0,-
Skipjack tuna Global,Brazil,Mechanized lines and pole-and-lines,24691,,24038,,18185,,20416,,23036,,25269,,23012,,22750,,20547,,22329,,12726,
Skipjack tuna Global,Brazil,Purse seines,473,,108,,116,,0,-,0,-,1119,,238,,403,,213,,223,,0,-
Skipjack tuna Global,Cabo Verde,Gear not known,19,,50,,32,,111,,0,-,0,-,0,-,0,-,0,-,171,,82,
Skipjack tuna Global,Cabo Verde,Mechanized lines and pole-and-lines,770,,444,,0,-,178,,57,,57,,57,,0,-,76,,100,,43,
Skipjack tuna Global,Cabo Verde,Purse seines,0,-,300,,366,,54,,1039,,7447,,7874,,6026,,5934,,4495,,5907,
Skipjack tuna Global,China,Longlines (nei),0,-,0,-,0,-,3,,7,,5,,14,,1,,0,-,0,-,0,-
Skipjack tuna Global,France,Gear not known,200,,190,,382,,101,,109,,122,,96,,66,,63,,38,,44,
Skipjack tuna Global,France,Mechanized lines and pole-and-lines,1497,,2550,,2305,,1878,,1752,,2240,,1610,,795,,778,,1186,,904,
Skipjack tuna Global,France,Purse seines,56621,,54138,,68843,,56923,,58099,,55775,,55452,,38265,,37998,,42134,,43477,
Skipjack tuna Global,France,Trolling lines,49,,75,,240,,350,,471,,436,,440,,440,,440,,440,,440,
Skipjack tuna Global,India,Gear not known,2150,,2110,,3470,,3715,,4856,,4214,,6848,,6648,,8705,,7609,,9822,
Skipjack tuna Global,India,Longlines (nei),1,,0,-,0,-,0,-,2,,0,-,1,,1,,0,-,0,-,0,-
Skipjack tuna Global,India,Mechanized lines and pole-and-lines,6037,,6992,,7659,,6265,,6593,,6921,,7249,,6922,,8522,,7982,,7982,
Skipjack tuna Global,Indonesia,Gear not known,57834,,53707,,54387,,50064,,36889,,33636,,38876,,44428,,59542,,62144,,62144,
Skipjack tuna Global,Indonesia,Longlines (nei),0,-,1,,1,,576,,398,,317,,222,,379,,315,,250,,362,
Skipjack tuna Global,Indonesia,Mechanized lines and pole-and-lines,68037,,53485,,45951,,37830,,41596,,40134,,51916,,52717,,54574,,57115,,57115,
Skipjack tuna Global,Indonesia,Purse seines,8720,,8795,,7911,,8403,,10239,,9201,,10580,,11722,,14614,,14124,,14124,
Skipjack tuna Global,Indonesia,Trolling lines,23216,,20691,,16312,,15030,,15681,,11859,,11210,,12420,,15484,,14965,,14965,
Skipjack tuna Global,Italy,Gear not known,0,-,0,-,4,,12,,15,,7,,0,-,0,-,0,-,0,-,0,-
Skipjack tuna Global,Italy,Longlines (nei),0,-,0,-,0,-,17,,19,,10,,0,-,0,-,0,-,0,-,0,-
Skipjack tuna Global,Japan,Gear not known,2082,,1870,,1380,,1569,,1256,,1678,,827,,1250,,864,,876,,876,
Skipjack tuna Global,Japan,Longlines (nei),43,,159,,140,,160,,173,,142,,104,,99,,177,,195,,165,
Skipjack tuna Global,Japan,Mechanized lines and pole-and-lines,147786,,103432,,97367,,125142,,108128,,136066,,99957,,89694,,91197,,65709,,82446,
Skipjack tuna Global,Japan,Purse seines,2332,,1830,,1937,,2443,,1459,,3149,,1982,,4362,,3187,,3434,,1102,
Skipjack tuna Global,Japan,Trolling lines,14528,,6949,,6376,,9386,,14802,,5971,,3624,,3249,,4178,,3819,,3819,
Skipjack tuna Global,"Korea, Republic of",Longlines (nei),11,,33,,54,,31,,34,,1,,1,,1,,2,,6,,3,
Skipjack tuna Global,"Korea, Republic of",Purse seines,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,
Skipjack tuna Global,Madagascar,Trolling lines,1000,,1035,,1030,,1014,,993,,884,,937,,957,,936,,1021,,1021,
Skipjack tuna Global,Mexico,Longlines (nei),13,,54,,71,,75,,9,,7,,10,,7,,8,,9,,7,
Skipjack tuna Global,Mexico,Mechanized lines and pole-and-lines,176,,448,,616,,637,,528,,1299,,435,,276,,499,,151,,47,
Skipjack tuna Global,Mexico,Purse seines,14080,,8169,,6612,,8147,,24429,,32271,,16790,,21542,,21638,,6847,,3010,
Skipjack tuna Global,Morocco,Gear not known,1019,,169,,155,,114,,98,,618,,734,,251,,206,,427,,429,
Skipjack tuna Global,Morocco,Longlines (nei),0,-,0,-,0,-,0,-,269,,388,,2762,,1210,,995,,1499,,1022,
Skipjack tuna Global,Morocco,Purse seines,180,,99,,126,,410,,442,,888,,288,,131,,108,,654,,892,
Skipjack tuna Global,New Zealand,Gear not known,0,-,39,,20,,7,,14,,19,,7,,11,,5,,0,-,0,-
Skipjack tuna Global,New Zealand,Longlines (nei),1,,6,,7,,5,,3,,2,,1,,1,,0,-,1,,1,
Skipjack tuna Global,New Zealand,Mechanized lines and pole-and-lines,11,,0,-,0,-,0,-,3,,61,,0,-,0,-,0,-,0,-,0,-
Skipjack tuna Global,New Zealand,Trolling lines,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,9,,0,-
Skipjack tuna Global,Philippines,Gear not known,39481,,37197,,37512,,38940,,39096,,46099,,47445,,50593,,52016,,55116,,53915,
Skipjack tuna Global,Portugal,Gear not known,9,,4,,11,,5,,18,,1,,1,,0,-,171,,125,,73,
Skipjack tuna Global,Portugal,Longlines (nei),11,,29,,7,,38,,29,,51,,175,,417,,153,,57,,31,
Skipjack tuna Global,Portugal,Mechanized lines and pole-and-lines,1286,,2134,,2939,,4275,,8459,,4687,,11001,,8603,,5734,,904,,12858,
Skipjack tuna Global,Portugal,Purse seines,1,,0,-,0,-,0,-,0,-,0,-,1,,0,-,0,-,3,,14,
Skipjack tuna Global,Senegal,Gear not known,0,-,0,-,0,-,0,-,10,,0,-,0,-,0,-,0,-,2,,7,
Skipjack tuna Global,Senegal,Longlines (nei),0,-,0,-,0,-,0,-,0,-,0,-,10,,0,-,0,-,0,-,0,-
Skipjack tuna Global,Senegal,Mechanized lines and pole-and-lines,1506,,1271,,1053,,733,,1323,,4874,,3534,,2278,,3661,,4513,,2411,
Skipjack tuna Global,Senegal,Trolling lines,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,58,,29,
Skipjack tuna Global,South Africa,Gear not known,1,,0,-,0,-,0,-,0,-,1,,0,-,0,-,4,,1,,1,
Skipjack tuna Global,South Africa,Mechanized lines and pole-and-lines,7,,1,,1,,2,,2,,1,,0,-,0,-,0,-,4,,1,
Skipjack tuna Global,Spain,Gear not known,0,-,0,-,6,,0,-,25,,9,,12,,23,,7,,0,-,1,
Skipjack tuna Global,Spain,Longlines (nei),2,,0,-,27,,9,,6,,24,,650,,620,,21,,12,,15,
Skipjack tuna Global,Spain,Mechanized lines and pole-and-lines,3780,,3156,,3836,,7174,,7207,,10119,,7634,,6378,,8345,,8647,,8405,
Skipjack tuna Global,Spain,Purse seines,129848,,109707,,123469,,144260,,104045,,121541,,150062,,85195,,96698,,100638,,109481,
Skipjack tuna Global,Taiwan Province of China,Longlines (nei),4409,,4195,,2821,,3165,,3665,,678,,422,,186,,295,,704,,308,
Skipjack tuna Global,United Kingdom,Gear not known,0,-,0,-,1,,1,,1,,1,,0,-,0,-,0,-,16,,0,-
Skipjack tuna Global,United States of America,Gear not known,48,,88,,93,,192,,119,,55,,80,,74,,86,,158,,59,
Skipjack tuna Global,United States of America,Longlines (nei),107,,280,,260,,416,,358,,233,,284,,254,,287,,288,,258,
Skipjack tuna Global,United States of America,Mechanized lines and pole-and-lines,320,,447,,304,,588,,281,,353,,294,,272,,293,,214,,0,-
Skipjack tuna Global,United States of America,Purse seines,7224,,4135,,4582,,5445,,3372,,0,-,0,-,0,-,0,-,0,-,0,-
Skipjack tuna Global,United States of America,Trolling lines,422,,530,,360,,277,,260,,264,,296,,272,,375,,399,,389,
Southern bluefin tuna Global,Australia,Longlines (nei),125,,86,,28,,35,,228,,35,,6,,4,,23,,213,,160,
Southern bluefin tuna Global,Australia,Mechanized lines and pole-and-lines,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,2,,0,-
Southern bluefin tuna Global,Australia,Purse seines,5132,,4767,,4683,,5792,,4834,,5210,,5629,,4809,,5010,,4893,,4039,
Southern bluefin tuna Global,Indonesia,Longlines (nei),1203,,1632,,1701,,565,,633,,1726,,598,,1077,,926,,641,,471,
Southern bluefin tuna Global,Japan,Longlines (nei),6000,,6674,,6192,,5770,,5846,,7855,,4207,,2840,,2952,,2659,,2223,
Southern bluefin tuna Global,"Korea, Republic of",Longlines (nei),1135,,845,,746,,254,,131,,38,,150,,521,,1134,,1117,,867,
Southern bluefin tuna Global,New Zealand,Gear not known,0,-,0,-,0,-,0,-,1,,0,-,2,,4,,0,-,0,-,0,-
Southern bluefin tuna Global,New Zealand,Longlines (nei),379,,358,,450,,389,,391,,261,,236,,377,,319,,412,,501,
Southern bluefin tuna Global,New Zealand,Trolling lines,1,,0,-,1,,0,-,1,,3,,0,-,1,,0,-,7,,0,-
Southern bluefin tuna Global,Philippines,Longlines (nei),17,,43,,82,,68,,80,,53,,50,,46,,45,,47,,43,
Southern bluefin tuna Global,South Africa,Longlines (nei),4,,1,,18,,15,,19,,24,,9,,41,,45,,32,,34,
Southern bluefin tuna Global,Spain,Longlines (nei),0,-,0,-,0,-,3,,23,,0,-,3,,18,,14,,2,,11,
Southern bluefin tuna Global,Taiwan Province of China,Longlines (nei),1448,,1580,,1137,,1128,,1298,,941,,846,,841,,913,,921,,1208,
Yellowfin tuna Global,Argentina,Gear not known,0,-,0,-,0,-,0,-,327,,327,,0,-,0,-,0,-,0,-,0,-
Yellowfin tuna Global,Australia,Gear not known,3,,5,,6,,8,,12,,1,,5,,2,,0,-,1,,0,-
Yellowfin tuna Global,Australia,Longlines (nei),2231,,3370,,3886,,3872,,2508,,1535,,1867,,1419,,1651,,1399,,1381,
Yellowfin tuna Global,Australia,Mechanized lines and pole-and-lines,3,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Yellowfin tuna Global,Australia,Trolling lines,5,,18,,2,,2,,1,,1,,0,-,0,-,0,-,0,-,0,-
Yellowfin tuna Global,Brazil,Gear not known,0,-,71,,0,-,272,,2147,,292,,1243,,2563,,608,,1870,,1845,
Yellowfin tuna Global,Brazil,Longlines (nei),2754,,4883,,3324,,1941,,1967,,4695,,1330,,1552,,1745,,1039,,1145,
Yellowfin tuna Global,Brazil,Mechanized lines and pole-and-lines,3093,,1276,,2843,,1289,,2839,,2236,,1214,,1353,,397,,403,,628,
Yellowfin tuna Global,Brazil,Purse seines,297,,8,,6,,0,-,32,,0,-,3,,0,-,0,-,2,,0,-
Yellowfin tuna Global,Cabo Verde,Gear not known,1388,,1374,,918,,1617,,1501,,1895,,1845,,1240,,686,,855,,1120,
Yellowfin tuna Global,Cabo Verde,Longlines (nei),0,-,0,-,0,-,2,,0,-,0,-,0,-,0,-,4,,0,-,0,-
Yellowfin tuna Global,Cabo Verde,Mechanized lines and pole-and-lines,457,,298,,0,-,3,,1379,,0,-,0,-,0,-,2,,0,-,0,-
Yellowfin tuna Global,Cabo Verde,Purse seines,6,,12,,884,,246,,356,,5259,,6267,,2817,,7721,,2419,,3372,
Yellowfin tuna Global,Canada,Gear not known,0,-,0,-,1,,0,-,1,,0,-,0,-,0,-,0,-,0,-,0,-
Yellowfin tuna Global,Canada,Longlines (nei),105,,125,,69,,72,,302,,239,,292,,276,,168,,53,,165,
Yellowfin tuna Global,China,Longlines (nei),6243,,5688,,5323,,9426,,9931,,8495,,9184,,5753,,6577,,7715,,3095,
Yellowfin tuna Global,France,Gear not known,568,,565,,509,,278,,395,,355,,305,,195,,211,,170,,143,
Yellowfin tuna Global,France,Longlines (nei),312,,351,,273,,364,,456,,666,,594,,583,,334,,313,,286,
Yellowfin tuna Global,France,Mechanized lines and pole-and-lines,416,,684,,1444,,757,,585,,596,,588,,430,,186,,378,,360,
Yellowfin tuna Global,France,Purse seines,67067,,68724,,69003,,94953,,86885,,79293,,63552,,47424,,58030,,46353,,50635,
Yellowfin tuna Global,France,Trolling lines,127,,132,,112,,164,,292,,216,,236,,236,,236,,236,,236,
Yellowfin tuna Global,India,Gear not known,4498,,3483,,6402,,5950,,3663,,5035,,7353,,13207,,11183,,11233,,16588,
Yellowfin tuna Global,India,Longlines (nei),901,,94,,54,,13,,3477,,4793,,4536,,3136,,1171,,1533,,2631,
Yellowfin tuna Global,India,Mechanized lines and pole-and-lines,472,,585,,698,,812,,925,,1038,,1151,,1952,,1846,,1996,,1996,
Yellowfin tuna Global,Indonesia,Gear not known,28038,,26246,,29503,,28284,,18134,,18538,,21465,,22280,,19147,,22082,,21715,
Yellowfin tuna Global,Indonesia,Longlines (nei),32715,,32728,,31388,,30257,,26447,,25314,,19778,,20581,,18204,,25142,,23914,
Yellowfin tuna Global,Indonesia,Mechanized lines and pole-and-lines,14390,,11237,,9647,,7872,,8626,,11297,,9165,,9671,,7981,,6491,,6491,
Yellowfin tuna Global,Indonesia,Purse seines,276,,278,,250,,266,,324,,291,,335,,371,,463,,447,,447,
Yellowfin tuna Global,Indonesia,Trolling lines,3819,,3403,,2683,,2472,,2579,,1951,,1844,,2043,,2547,,2462,,2462,
Yellowfin tuna Global,Japan,Gear not known,164,,297,,317,,382,,300,,338,,294,,364,,542,,433,,433,
Yellowfin tuna Global,Japan,Longlines (nei),62279,,49535,,40361,,45840,,44842,,44497,,43383,,45936,,33836,,27821,,28344,
Yellowfin tuna Global,Japan,Mechanized lines and pole-and-lines,3852,,3136,,3375,,2868,,3040,,3647,,4340,,3501,,3566,,5054,,4167,
Yellowfin tuna Global,Japan,Purse seines,953,,603,,445,,651,,327,,894,,306,,963,,1216,,557,,347,
Yellowfin tuna Global,Japan,Trolling lines,2258,,2840,,2524,,2683,,2294,,2094,,2262,,2297,,2436,,2534,,2534,
Yellowfin tuna Global,"Korea, Republic of",Longlines (nei),20229,,20563,,19479,,19414,,18212,,18053,,13256,,13332,,9932,,12142,,9381,
Yellowfin tuna Global,Libya,Longlines (nei),0,-,208,,73,,73,,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Yellowfin tuna Global,Madagascar,Longlines (nei),0,-,0,-,8,,11,,0,-,218,,33,,26,,15,,15,,44,
Yellowfin tuna Global,Madagascar,Trolling lines,810,,838,,833,,820,,804,,716,,759,,775,,757,,826,,826,
Yellowfin tuna Global,Mexico,Gear not known,0,-,0,-,1,,0,-,0,-,0,-,0,-,0,-,0,-,1,,1,
Yellowfin tuna Global,Mexico,Longlines (nei),1543,,1113,,1137,,1678,,1240,,1050,,943,,904,,966,,1230,,930,
Yellowfin tuna Global,Mexico,Mechanized lines and pole-and-lines,2418,,3916,,950,,468,,1882,,1822,,686,,894,,812,,709,,460,
Yellowfin tuna Global,Mexico,Purse seines,101662,,130087,,152864,,172807,,91442,,110898,,69449,,65091,,84462,,99785,,104969,
Yellowfin tuna Global,Morocco,Gear not known,0,-,0,-,79,,108,,95,,0,-,0,-,0,-,0,-,0,-,0,-
Yellowfin tuna Global,Morocco,Longlines (nei),0,-,0,-,0,-,0,-,0,-,183,,95,,102,,110,,110,,44,
Yellowfin tuna Global,New Zealand,Gear not known,0,-,8,,1,,1,,22,,3,,0,-,0,-,2,,0,-,0,-
Yellowfin tuna Global,New Zealand,Longlines (nei),98,,131,,27,,39,,36,,36,,3,,25,,11,,3,,6,
Yellowfin tuna Global,Philippines,Gear not known,55926,,51781,,54531,,59579,,60645,,55744,,57629,,60762,,60460,,59614,,61577,
Yellowfin tuna Global,Philippines,Longlines (nei),953,,783,,920,,2276,,2855,,3607,,2594,,1833,,1503,,960,,873,
Yellowfin tuna Global,Portugal,Gear not known,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,8,,758,,138,
Yellowfin tuna Global,Portugal,Longlines (nei),9,,19,,29,,50,,12,,176,,343,,965,,470,,530,,572,
Yellowfin tuna Global,Portugal,Mechanized lines and pole-and-lines,193,,4,,5,,3,,5,,10,,11,,3,,1,,0,-,25,
Yellowfin tuna Global,Senegal,Gear not known,0,-,0,-,0,-,0,-,13,,0,-,0,-,0,-,0,-,102,,20,
Yellowfin tuna Global,Senegal,Longlines (nei),0,-,0,-,0,-,1,,2,,7,,20,,7,,38,,11,,22,
Yellowfin tuna Global,Senegal,Mechanized lines and pole-and-lines,252,,295,,447,,279,,668,,1301,,1262,,816,,550,,1157,,1168,
Yellowfin tuna Global,Senegal,Trolling lines,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,9,,2,
Yellowfin tuna Global,South Africa,Gear not known,51,,29,,14,,167,,244,,616,,566,,688,,212,,24,,24,
Yellowfin tuna Global,South Africa,Longlines (nei),257,,232,,242,,552,,72,,266,,353,,248,,149,,152,,185,
Yellowfin tuna Global,South Africa,Mechanized lines and pole-and-lines,129,,230,,77,,256,,139,,339,,444,,264,,108,,213,,159,
Yellowfin tuna Global,Spain,Longlines (nei),309,,212,,316,,174,,70,,45,,504,,346,,268,,231,,302,
Yellowfin tuna Global,Spain,Mechanized lines and pole-and-lines,601,,504,,918,,1379,,1292,,798,,928,,769,,1055,,874,,1561,
Yellowfin tuna Global,Spain,Purse seines,83772,,96570,,100759,,114579,,114519,,100446,,89786,,53160,,72361,,73236,,71868,
Yellowfin tuna Global,Taiwan Province of China,Longlines (nei),39787,,57972,,67183,,61832,,80416,,93197,,56262,,45068,,34352,,35192,,35468,
Yellowfin tuna Global,United Kingdom,Gear not known,0,-,0,-,26,,26,,26,,26,,10,,11,,1,,2,,31,
Yellowfin tuna Global,United Kingdom,Longlines (nei),0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,120,,46,
Yellowfin tuna Global,United States of America,Gear not known,4677,,4941,,3474,,6159,,4739,,4720,,5639,,3472,,1517,,1941,,1624,
Yellowfin tuna Global,United States of America,Longlines (nei),4250,,3433,,3635,,3475,,4080,,2977,,3482,,3879,,2596,,2597,,2448,
Yellowfin tuna Global,United States of America,Mechanized lines and pole-and-lines,1,,2,,2,,34,,17,,68,,3,,23,,23,,17,,0,-
Yellowfin tuna Global,United States of America,Purse seines,4374,,5670,,7382,,3601,,5645,,0,-,0,-,0,-,0,-,0,-,0,-
Yellowfin tuna Global,United States of America,Trolling lines,1044,,835,,605,,376,,371,,361,,299,,512,,455,,476,,414,
Yellowfin tuna Global,Viet Nam,Longlines (nei),0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,9513,
